transaction_id,customer_id,product_code,product_category,transaction_date,quantity,unit_price,gross_revenue,net_revenue,tax_amount,reconciliation_status,source_vs_gl_variance,gl_vs_bank_variance,days_to_post
TXN-0001210,C0174,P013,Clothing,2024-03-16,10,9.62,115.42,96.18,19.24,MATCHED,0.0,0.0,3
TXN-0001211,C0092,P028,Electronics,2024-08-30,1,1367.25,1640.7,1367.25,273.45,MATCHED,0.0,0.0,1
TXN-0001212,C0039,P004,Clothing,2024-11-17,6,6.76,48.67,40.56,8.11,BANK_VARIANCE,0.0,0.89,5
TXN-0001213,C0153,P026,Clothing,2024-03-29,7,7.44,62.46,52.05,10.41,GL_VARIANCE,0.79,0.0,5
TXN-0001214,C0167,P048,Software,2024-07-14,2,265.76,637.84,531.53,106.31,GL_VARIANCE,22.99,0.0,2
TXN-0001215,C0022,P041,Furniture,2024-03-03,2,147.98,355.15,295.96,59.19,MATCHED,0.0,0.0,3
TXN-0001216,C0147,P042,Clothing,2024-09-02,1,90.19,108.23,90.19,18.04,BANK_VARIANCE,0.0,2.59,2
TXN-0001217,C0124,P045,Services,2024-11-26,3,431.48,1553.32,1294.43,258.89,MATCHED,0.0,0.0,5
TXN-0001218,C0183,P028,Electronics,2024-10-02,6,142.13,1023.35,852.79,170.56,MATCHED,0.0,0.0,1
TXN-0001219,C0136,P026,Clothing,2024-09-07,9,11.46,123.79,103.16,20.63,MISSING_IN_GL,0.0,0.0,0
TXN-0001220,C0169,P034,Services,2024-03-01,2,702.28,1685.48,1404.57,280.91,MATCHED,0.0,0.0,1
TXN-0001221,C0032,P039,Services,2024-01-21,8,154.28,1481.11,1234.26,246.85,MATCHED,0.0,0.0,1
TXN-0001222,C0193,P037,Furniture,2024-01-18,9,17.99,194.24,161.87,32.37,MATCHED,0.0,0.0,0
TXN-0001223,C0109,P008,Services,2024-12-02,9,111.93,1208.86,1007.38,201.48,MATCHED,0.0,0.0,0
TXN-0001224,C0169,P016,Electronics,2024-09-30,9,95.09,1026.97,855.81,171.16,MATCHED,0.0,0.0,3
TXN-0001225,C0156,P009,Clothing,2024-10-02,9,9.1,98.33,81.94,16.39,MATCHED,0.0,0.0,4
TXN-0001226,C0010,P014,Furniture,2024-04-06,1,306.38,367.66,306.38,61.28,MATCHED,0.0,0.0,1
TXN-0001227,C0152,P020,Clothing,2024-07-02,3,35.68,128.46,107.05,21.41,BANK_VARIANCE,0.0,2.96,2
TXN-0001228,C0067,P009,Clothing,2024-07-14,9,10.62,114.74,95.62,19.12,MATCHED,0.0,0.0,5
TXN-0001229,C0178,P011,Electronics,2024-03-14,5,198.02,1188.1,990.08,198.02,MATCHED,0.0,0.0,4
TXN-0001230,C0145,P014,Furniture,2024-12-02,4,30.29,145.4,121.17,24.23,MATCHED,0.0,0.0,5
TXN-0001231,C0112,P033,Software,2024-07-13,3,234.57,844.45,703.71,140.74,MATCHED,0.0,0.0,0
TXN-0001232,C0176,P039,Services,2024-10-07,9,77.44,836.4,697.0,139.4,MATCHED,0.0,0.0,3
TXN-0001233,C0038,P005,Services,2024-04-25,6,132.54,954.28,795.23,159.05,MATCHED,0.0,0.0,2
TXN-0001234,C0027,P001,Software,2024-03-04,4,80.86,388.15,323.46,64.69,MATCHED,0.0,0.0,1
TXN-0001235,C0136,P034,Services,2024-06-27,8,159.25,1528.79,1273.99,254.8,MATCHED,0.0,0.0,5
TXN-0001236,C0013,P037,Furniture,2024-03-28,10,35.96,431.54,359.62,71.92,MATCHED,0.0,0.0,2
TXN-0001237,C0153,P049,Software,2024-07-25,9,60.24,650.6,542.17,108.43,MISSING_IN_GL,0.0,0.0,3
TXN-0001238,C0169,P038,Furniture,2024-03-05,9,15.36,165.92,138.27,27.65,MATCHED,0.0,0.0,1
TXN-0001239,C0174,P025,Software,2024-11-07,6,112.61,810.8,675.67,135.13,MATCHED,0.0,0.0,3
TXN-0001240,C0071,P046,Clothing,2024-08-07,6,11.87,85.44,71.2,14.24,GL_VARIANCE,1.79,0.0,4
TXN-0001241,C0079,P046,Clothing,2024-07-27,5,21.86,131.18,109.32,21.86,MATCHED,0.0,0.0,2
TXN-0001242,C0043,P006,Software,2024-10-21,4,181.5,871.21,726.01,145.2,MATCHED,0.0,0.0,0
TXN-0001243,C0109,P006,Software,2024-12-12,8,100.94,969.07,807.56,161.51,MATCHED,0.0,0.0,4
TXN-0001244,C0104,P047,Electronics,2024-01-08,9,70.46,761.02,634.18,126.84,MATCHED,0.0,0.0,4
TXN-0001245,C0192,P013,Clothing,2024-06-25,7,16.0,134.38,111.98,22.4,MISSING_IN_GL,0.0,0.0,1
TXN-0001246,C0115,P048,Software,2024-03-27,9,82.88,895.06,745.88,149.18,BANK_VARIANCE,0.0,1.59,5
TXN-0001247,C0035,P049,Software,2024-09-20,2,321.32,771.17,642.64,128.53,MATCHED,0.0,0.0,2
TXN-0001248,C0087,P004,Clothing,2024-12-13,6,11.34,81.66,68.05,13.61,MATCHED,0.0,0.0,1
TXN-0001249,C0124,P035,Software,2024-05-30,5,177.62,1065.7,888.08,177.62,MATCHED,0.0,0.0,2
TXN-0001250,C0079,P014,Furniture,2024-11-25,7,14.38,120.8,100.67,20.13,MATCHED,0.0,0.0,4
TXN-0001251,C0092,P003,Electronics,2024-01-04,8,214.1,2055.37,1712.81,342.56,MATCHED,0.0,0.0,4
TXN-0001252,C0185,P030,Clothing,2024-04-05,1,59.57,71.48,59.57,11.91,MATCHED,0.0,0.0,3
TXN-0001253,C0136,P023,Services,2024-09-20,4,102.66,492.77,410.64,82.13,MATCHED,0.0,0.0,1
TXN-0001254,C0058,P027,Software,2024-08-28,3,114.29,411.46,342.88,68.58,MATCHED,0.0,0.0,3
TXN-0001255,C0069,P024,Electronics,2024-02-25,3,284.68,1024.84,854.03,170.81,MISSING_IN_GL,0.0,0.0,3
TXN-0001256,C0002,P043,Clothing,2024-07-02,6,17.59,126.65,105.54,21.11,MATCHED,0.0,0.0,5
TXN-0001257,C0108,P013,Clothing,2024-06-18,3,13.32,47.95,39.96,7.99,MATCHED,0.0,0.0,0
TXN-0001258,C0108,P011,Electronics,2024-09-07,5,269.88,1619.26,1349.38,269.88,MATCHED,0.0,0.0,4
TXN-0001259,C0129,P032,Services,2024-07-18,6,226.63,1631.74,1359.78,271.96,MATCHED,0.0,0.0,1
TXN-0001260,C0089,P008,Services,2024-09-13,3,516.4,1859.05,1549.21,309.84,MATCHED,0.0,0.0,0
TXN-0001261,C0153,P050,Furniture,2024-01-05,6,50.89,366.4,305.33,61.07,MATCHED,0.0,0.0,3
TXN-0001262,C0159,P031,Software,2024-03-19,7,66.73,560.52,467.1,93.42,MATCHED,0.0,0.0,5
TXN-0001263,C0180,P033,Software,2024-05-06,2,195.07,468.18,390.15,78.03,MATCHED,0.0,0.0,5
TXN-0001264,C0157,P028,Electronics,2024-04-02,2,358.93,861.43,717.86,143.57,MISSING_IN_GL,0.0,0.0,1
TXN-0001265,C0103,P038,Furniture,2024-01-20,2,144.34,346.4,288.67,57.73,MATCHED,0.0,0.0,2
TXN-0001266,C0024,P013,Clothing,2024-01-27,10,11.36,136.34,113.62,22.72,MATCHED,0.0,0.0,3
TXN-0001267,C0087,P027,Software,2024-08-06,4,160.93,772.48,643.73,128.75,MATCHED,0.0,0.0,3
TXN-0001268,C0069,P004,Clothing,2024-07-05,5,15.18,91.07,75.89,15.18,MATCHED,0.0,0.0,2
TXN-0001269,C0011,P023,Services,2024-01-01,1,1253.9,1504.68,1253.9,250.78,MATCHED,0.0,0.0,0
TXN-0001270,C0156,P043,Clothing,2024-02-21,8,12.13,116.44,97.03,19.41,MATCHED,0.0,0.0,3
TXN-0001271,C0029,P012,Services,2024-02-19,6,117.12,843.26,702.72,140.54,MATCHED,0.0,0.0,5
TXN-0001272,C0093,P001,Software,2024-07-04,3,254.07,914.66,762.22,152.44,MATCHED,0.0,0.0,5
TXN-0001273,C0054,P050,Furniture,2024-10-26,4,69.17,332.0,276.67,55.33,MATCHED,0.0,0.0,3
TXN-0001274,C0011,P006,Software,2024-10-27,10,91.54,1098.48,915.4,183.08,MATCHED,0.0,0.0,5
TXN-0001275,C0140,P013,Clothing,2024-11-12,2,23.68,56.83,47.36,9.47,MATCHED,0.0,0.0,2
TXN-0001276,C0185,P020,Clothing,2024-03-19,4,23.82,114.34,95.28,19.06,MISSING_IN_GL,0.0,0.0,0
TXN-0001277,C0089,P009,Clothing,2024-07-06,5,9.45,56.7,47.25,9.45,MISSING_IN_GL,0.0,0.0,3
TXN-0001278,C0129,P041,Furniture,2024-01-12,2,157.6,378.24,315.2,63.04,GL_VARIANCE,6.61,0.0,1
TXN-0001279,C0145,P039,Services,2024-02-01,5,145.8,874.78,728.98,145.8,MATCHED,0.0,0.0,5
TXN-0001280,C0020,P013,Clothing,2024-03-25,9,10.74,115.99,96.66,19.33,MISSING_IN_GL,0.0,0.0,3
TXN-0001281,C0156,P049,Software,2024-05-19,7,90.28,758.35,631.96,126.39,MATCHED,0.0,0.0,1
TXN-0001282,C0132,P012,Services,2024-08-21,10,40.43,485.18,404.32,80.86,MATCHED,0.0,0.0,4
TXN-0001283,C0182,P046,Clothing,2024-05-17,4,23.71,113.82,94.85,18.97,MATCHED,0.0,0.0,4
TXN-0001284,C0011,P008,Services,2024-11-23,4,151.33,726.4,605.33,121.07,MATCHED,0.0,0.0,1
TXN-0001285,C0054,P018,Electronics,2024-09-30,1,1701.78,2042.14,1701.78,340.36,MATCHED,0.0,0.0,0
TXN-0001286,C0022,P001,Software,2024-12-27,6,122.75,883.78,736.48,147.3,MATCHED,0.0,0.0,4
TXN-0001287,C0084,P017,Services,2024-01-30,10,126.65,1519.8,1266.5,253.3,MATCHED,0.0,0.0,5
TXN-0001288,C0066,P001,Software,2024-01-09,5,173.59,1041.54,867.95,173.59,MATCHED,0.0,0.0,4
TXN-0001289,C0185,P043,Clothing,2024-12-18,10,11.81,141.71,118.09,23.62,MATCHED,0.0,0.0,3
TXN-0001290,C0053,P042,Clothing,2024-08-14,10,5.32,63.79,53.16,10.63,MISSING_IN_GL,0.0,0.0,1
TXN-0001291,C0115,P021,Furniture,2024-04-28,7,25.81,216.77,180.64,36.13,MATCHED,0.0,0.0,5
TXN-0001292,C0127,P047,Electronics,2024-04-02,8,129.47,1242.92,1035.77,207.15,MATCHED,0.0,0.0,3
TXN-0001293,C0047,P012,Services,2024-11-27,10,137.87,1654.46,1378.72,275.74,GL_VARIANCE,65.03,0.0,2
TXN-0001294,C0037,P002,Electronics,2024-02-06,7,124.1,1042.46,868.72,173.74,BANK_VARIANCE,0.0,8.17,3
TXN-0001295,C0186,P016,Electronics,2024-09-26,7,152.04,1277.14,1064.28,212.86,MATCHED,0.0,0.0,1
TXN-0001296,C0099,P047,Electronics,2024-01-11,2,731.55,1755.72,1463.1,292.62,MATCHED,0.0,0.0,0
TXN-0001297,C0064,P001,Software,2024-02-12,1,822.58,987.1,822.58,164.52,MATCHED,0.0,0.0,2
TXN-0001298,C0139,P010,Clothing,2024-06-22,1,114.47,137.36,114.47,22.89,MATCHED,0.0,0.0,5
TXN-0001299,C0079,P006,Software,2024-06-18,10,40.17,482.09,401.74,80.35,GL_VARIANCE,16.38,0.0,3
TXN-0001300,C0032,P010,Clothing,2024-01-11,5,10.39,62.33,51.94,10.39,MISSING_IN_GL,0.0,0.0,0
TXN-0001301,C0001,P007,Software,2024-04-24,7,94.07,790.18,658.48,131.7,MATCHED,0.0,0.0,0
TXN-0001302,C0176,P015,Software,2024-07-15,5,114.07,684.42,570.35,114.07,MATCHED,0.0,0.0,5
TXN-0001303,C0058,P046,Clothing,2024-02-22,3,34.68,124.86,104.05,20.81,MATCHED,0.0,0.0,2
TXN-0001304,C0012,P023,Services,2024-11-05,6,81.92,589.86,491.55,98.31,MATCHED,0.0,0.0,1
TXN-0001305,C0039,P012,Services,2024-12-07,3,304.78,1097.22,914.35,182.87,MATCHED,0.0,0.0,5
TXN-0001306,C0128,P020,Clothing,2024-12-04,2,43.12,103.48,86.23,17.25,MATCHED,0.0,0.0,2
TXN-0001307,C0039,P017,Services,2024-12-01,2,686.43,1647.43,1372.86,274.57,MATCHED,0.0,0.0,1
TXN-0001308,C0029,P021,Furniture,2024-10-22,8,18.04,173.2,144.33,28.87,MATCHED,0.0,0.0,3
TXN-0001309,C0197,P047,Electronics,2024-07-16,3,275.31,991.13,825.94,165.19,MATCHED,0.0,0.0,2
TXN-0001310,C0086,P021,Furniture,2024-03-11,7,35.47,297.91,248.26,49.65,BANK_VARIANCE,0.0,9.85,5
TXN-0001311,C0127,P016,Electronics,2024-09-29,9,107.48,1160.76,967.3,193.46,MISSING_IN_GL,0.0,0.0,4
TXN-0001312,C0148,P015,Software,2024-12-21,7,76.92,646.16,538.47,107.69,MISSING_IN_GL,0.0,0.0,5
TXN-0001313,C0005,P015,Software,2024-07-04,1,777.32,932.78,777.32,155.46,MATCHED,0.0,0.0,4
TXN-0001314,C0093,P031,Software,2024-03-12,1,968.21,1161.85,968.21,193.64,MATCHED,0.0,0.0,2
TXN-0001315,C0054,P030,Clothing,2024-04-24,7,6.14,51.56,42.97,8.59,MATCHED,0.0,0.0,0
TXN-0001316,C0188,P048,Software,2024-01-14,3,117.78,424.02,353.35,70.67,MATCHED,0.0,0.0,5
TXN-0001317,C0123,P028,Electronics,2024-10-31,10,95.18,1142.12,951.77,190.35,MATCHED,0.0,0.0,1
TXN-0001318,C0004,P002,Electronics,2024-10-18,4,162.07,777.96,648.3,129.66,MATCHED,0.0,0.0,3
TXN-0001319,C0179,P010,Clothing,2024-06-02,3,32.96,118.67,98.89,19.78,MISSING_IN_GL,0.0,0.0,3
TXN-0001320,C0029,P027,Software,2024-03-20,1,791.92,950.3,791.92,158.38,MATCHED,0.0,0.0,0
TXN-0001321,C0003,P042,Clothing,2024-07-21,9,3.65,39.47,32.89,6.58,MATCHED,0.0,0.0,3
TXN-0001322,C0182,P044,Software,2024-04-26,5,192.24,1153.42,961.18,192.24,BANK_VARIANCE,0.0,24.12,3
TXN-0001323,C0191,P011,Electronics,2024-04-18,7,116.71,980.36,816.97,163.39,MATCHED,0.0,0.0,3
TXN-0001324,C0178,P040,Services,2024-08-27,9,51.91,560.64,467.2,93.44,BANK_VARIANCE,0.0,19.66,3
TXN-0001325,C0014,P021,Furniture,2024-07-09,7,42.26,354.97,295.81,59.16,MATCHED,0.0,0.0,5
TXN-0001326,C0155,P028,Electronics,2024-06-20,2,356.44,855.47,712.89,142.58,MATCHED,0.0,0.0,0
TXN-0001327,C0153,P016,Electronics,2024-01-06,2,415.49,997.18,830.98,166.2,MATCHED,0.0,0.0,2
TXN-0001328,C0069,P013,Clothing,2024-02-13,1,79.65,95.58,79.65,15.93,MATCHED,0.0,0.0,4
TXN-0001329,C0013,P037,Furniture,2024-06-10,8,14.18,136.15,113.46,22.69,MATCHED,0.0,0.0,0
TXN-0001330,C0129,P020,Clothing,2024-04-09,5,6.15,36.91,30.76,6.15,MATCHED,0.0,0.0,2
TXN-0001331,C0085,P049,Software,2024-07-27,3,180.99,651.58,542.98,108.6,MATCHED,0.0,0.0,5
TXN-0001332,C0151,P033,Software,2024-07-14,3,108.58,390.9,325.75,65.15,MATCHED,0.0,0.0,3
TXN-0001333,C0175,P038,Furniture,2024-08-25,3,120.21,432.77,360.64,72.13,MATCHED,0.0,0.0,0
TXN-0001334,C0197,P041,Furniture,2024-03-23,4,32.0,153.59,127.99,25.6,MATCHED,0.0,0.0,4
TXN-0001335,C0115,P034,Services,2024-03-08,9,176.75,1908.88,1590.73,318.15,MATCHED,0.0,0.0,2
TXN-0001336,C0183,P019,Clothing,2024-12-15,7,8.92,74.92,62.43,12.49,MATCHED,0.0,0.0,3
TXN-0001337,C0146,P016,Electronics,2024-11-17,2,365.95,878.29,731.91,146.38,MATCHED,0.0,0.0,3
TXN-0001338,C0023,P007,Software,2024-09-12,5,170.71,1024.25,853.54,170.71,MISSING_IN_GL,0.0,0.0,0
TXN-0001339,C0072,P030,Clothing,2024-10-22,3,19.41,69.88,58.23,11.65,MATCHED,0.0,0.0,2
TXN-0001340,C0122,P023,Services,2024-05-11,8,63.38,608.5,507.08,101.42,MATCHED,0.0,0.0,3
TXN-0001341,C0074,P042,Clothing,2024-07-24,10,11.32,135.8,113.17,22.63,GL_VARIANCE,0.23,0.0,3
TXN-0001342,C0160,P040,Services,2024-06-09,6,250.09,1800.68,1500.57,300.11,MISSING_IN_GL,0.0,0.0,2
TXN-0001343,C0159,P006,Software,2024-11-25,5,152.33,913.98,761.65,152.33,MATCHED,0.0,0.0,0
TXN-0001344,C0040,P048,Software,2024-02-23,9,93.66,1011.53,842.94,168.59,MATCHED,0.0,0.0,2
TXN-0001345,C0100,P025,Software,2024-08-24,2,184.32,442.38,368.65,73.73,MATCHED,0.0,0.0,5
TXN-0001346,C0047,P006,Software,2024-02-25,9,56.86,614.04,511.7,102.34,GL_VARIANCE,2.8,0.0,3
TXN-0001347,C0088,P050,Furniture,2024-11-05,2,114.97,275.92,229.93,45.99,MATCHED,0.0,0.0,3
TXN-0001348,C0040,P014,Furniture,2024-08-28,5,62.14,372.83,310.69,62.14,GL_VARIANCE,0.6,0.0,1
TXN-0001349,C0016,P041,Furniture,2024-07-04,10,16.4,196.85,164.04,32.81,MATCHED,0.0,0.0,3
TXN-0001350,C0070,P031,Software,2024-05-09,1,410.07,492.08,410.07,82.01,MATCHED,0.0,0.0,5
TXN-0001351,C0077,P012,Services,2024-12-30,7,71.47,600.37,500.31,100.06,MATCHED,0.0,0.0,3
TXN-0001352,C0014,P027,Software,2024-02-17,5,128.72,772.3,643.58,128.72,MATCHED,0.0,0.0,3
TXN-0001353,C0108,P022,Software,2024-09-03,4,243.13,1167.02,972.52,194.5,MATCHED,0.0,0.0,3
TXN-0001354,C0178,P035,Software,2024-10-19,7,109.52,919.94,766.62,153.32,MATCHED,0.0,0.0,3
TXN-0001355,C0186,P001,Software,2024-12-07,4,167.67,804.82,670.68,134.14,MATCHED,0.0,0.0,4
TXN-0001356,C0039,P040,Services,2024-08-22,6,95.59,688.25,573.54,114.71,MATCHED,0.0,0.0,1
TXN-0001357,C0134,P032,Services,2024-01-02,7,205.31,1724.59,1437.16,287.43,MATCHED,0.0,0.0,3
TXN-0001358,C0010,P009,Clothing,2024-04-21,10,8.71,104.51,87.09,17.42,MATCHED,0.0,0.0,5
TXN-0001359,C0090,P013,Clothing,2024-04-17,3,22.61,81.38,67.82,13.56,BANK_VARIANCE,0.0,1.29,1
TXN-0001360,C0078,P044,Software,2024-06-06,6,113.77,819.16,682.63,136.53,MATCHED,0.0,0.0,4
TXN-0001361,C0106,P008,Services,2024-06-29,8,154.9,1487.02,1239.18,247.84,MATCHED,0.0,0.0,2
TXN-0001362,C0046,P035,Software,2024-08-22,6,94.9,683.27,569.39,113.88,MATCHED,0.0,0.0,3
TXN-0001363,C0098,P024,Electronics,2024-05-25,9,76.53,826.57,688.81,137.76,MATCHED,0.0,0.0,5
TXN-0001364,C0023,P045,Services,2024-02-23,10,121.63,1459.61,1216.34,243.27,MATCHED,0.0,0.0,0
TXN-0001365,C0160,P042,Clothing,2024-10-05,2,15.74,37.78,31.48,6.3,GL_VARIANCE,1.18,0.0,0
TXN-0001366,C0108,P041,Furniture,2024-04-18,1,233.23,279.88,233.23,46.65,MATCHED,0.0,0.0,1
TXN-0001367,C0090,P050,Furniture,2024-08-25,4,59.1,283.67,236.39,47.28,GL_VARIANCE,11.24,0.0,3
TXN-0001368,C0058,P042,Clothing,2024-09-16,1,93.35,112.02,93.35,18.67,MATCHED,0.0,0.0,2
TXN-0001369,C0002,P018,Electronics,2024-07-31,7,233.92,1964.96,1637.47,327.49,MATCHED,0.0,0.0,0
TXN-0001370,C0044,P001,Software,2024-10-19,9,29.97,323.63,269.69,53.94,BANK_VARIANCE,0.0,4.29,3
TXN-0001371,C0014,P016,Electronics,2024-10-22,10,120.03,1440.3,1200.25,240.05,MATCHED,0.0,0.0,3
TXN-0001372,C0082,P009,Clothing,2024-09-21,3,38.18,137.46,114.55,22.91,MATCHED,0.0,0.0,1
TXN-0001373,C0031,P028,Electronics,2024-11-19,3,253.94,914.17,761.81,152.36,MISSING_IN_GL,0.0,0.0,4
TXN-0001374,C0041,P026,Clothing,2024-06-14,5,21.17,127.04,105.87,21.17,MISSING_IN_GL,0.0,0.0,1
TXN-0001375,C0008,P006,Software,2024-11-12,10,31.99,383.94,319.95,63.99,MATCHED,0.0,0.0,5
TXN-0001376,C0191,P035,Software,2024-03-07,7,134.35,1128.54,940.45,188.09,MATCHED,0.0,0.0,3
TXN-0001377,C0077,P041,Furniture,2024-04-09,4,72.36,347.34,289.45,57.89,MATCHED,0.0,0.0,4
TXN-0001378,C0169,P016,Electronics,2024-01-27,7,204.36,1716.62,1430.52,286.1,MATCHED,0.0,0.0,2
TXN-0001379,C0029,P006,Software,2024-08-23,10,95.12,1141.48,951.23,190.25,MATCHED,0.0,0.0,4
TXN-0001380,C0020,P008,Services,2024-09-10,3,176.16,634.19,528.49,105.7,MATCHED,0.0,0.0,2
TXN-0001381,C0019,P014,Furniture,2024-09-06,1,217.24,260.69,217.24,43.45,MATCHED,0.0,0.0,5
TXN-0001382,C0047,P005,Services,2024-06-01,6,108.73,782.83,652.36,130.47,GL_VARIANCE,26.38,0.0,0
TXN-0001383,C0088,P012,Services,2024-06-26,1,1191.6,1429.92,1191.6,238.32,MATCHED,0.0,0.0,3
TXN-0001384,C0032,P040,Services,2024-04-08,9,124.44,1343.99,1119.99,224.0,MATCHED,0.0,0.0,4
TXN-0001385,C0094,P002,Electronics,2024-02-28,3,391.18,1408.25,1173.54,234.71,MATCHED,0.0,0.0,1
TXN-0001386,C0071,P002,Electronics,2024-09-03,3,297.39,1070.62,892.18,178.44,MATCHED,0.0,0.0,1
TXN-0001387,C0127,P006,Software,2024-08-11,5,102.28,613.7,511.42,102.28,GL_VARIANCE,19.06,0.0,4
TXN-0001388,C0101,P026,Clothing,2024-02-22,4,28.25,135.61,113.01,22.6,MATCHED,0.0,0.0,4
TXN-0001389,C0115,P050,Furniture,2024-08-04,4,69.07,331.52,276.27,55.25,GL_VARIANCE,5.99,0.0,4
TXN-0001390,C0052,P048,Software,2024-10-17,2,226.88,544.51,453.76,90.75,BANK_VARIANCE,0.0,8.7,2
TXN-0001391,C0009,P024,Electronics,2024-09-18,8,207.77,1994.59,1662.16,332.43,MATCHED,0.0,0.0,2
TXN-0001392,C0102,P038,Furniture,2024-01-16,9,24.77,267.53,222.94,44.59,MATCHED,0.0,0.0,0
TXN-0001393,C0063,P012,Services,2024-02-07,3,456.95,1645.02,1370.85,274.17,MATCHED,0.0,0.0,1
TXN-0001394,C0003,P043,Clothing,2024-06-12,6,10.58,76.14,63.45,12.69,MATCHED,0.0,0.0,5
TXN-0001395,C0060,P001,Software,2024-10-14,10,78.76,945.12,787.6,157.52,MATCHED,0.0,0.0,0
TXN-0001396,C0144,P025,Software,2024-05-22,4,115.68,555.25,462.71,92.54,MATCHED,0.0,0.0,5
TXN-0001397,C0108,P039,Services,2024-12-15,2,767.76,1842.64,1535.53,307.11,BANK_VARIANCE,0.0,68.54,3
TXN-0001398,C0071,P021,Furniture,2024-08-03,1,344.02,412.82,344.02,68.8,GL_VARIANCE,8.58,0.0,0
TXN-0001399,C0061,P008,Services,2024-10-22,10,94.33,1132.01,943.34,188.67,MATCHED,0.0,0.0,0
TXN-0001400,C0119,P019,Clothing,2024-05-25,10,3.16,37.93,31.61,6.32,MATCHED,0.0,0.0,1
TXN-0001401,C0087,P026,Clothing,2024-11-26,9,3.7,40.0,33.33,6.67,MATCHED,0.0,0.0,0
TXN-0001402,C0071,P005,Services,2024-06-11,7,137.7,1156.64,963.87,192.77,MATCHED,0.0,0.0,2
TXN-0001403,C0077,P026,Clothing,2024-12-22,8,4.65,44.62,37.18,7.44,BANK_VARIANCE,0.0,0.1,3
TXN-0001404,C0159,P032,Services,2024-02-22,2,709.21,1702.09,1418.41,283.68,MATCHED,0.0,0.0,0
TXN-0001405,C0177,P015,Software,2024-08-11,2,142.94,343.06,285.88,57.18,MATCHED,0.0,0.0,1
TXN-0001406,C0002,P011,Electronics,2024-12-18,6,94.8,682.58,568.82,113.76,MISSING_IN_GL,0.0,0.0,0
TXN-0001407,C0020,P017,Services,2024-05-15,1,1459.98,1751.98,1459.98,292.0,MATCHED,0.0,0.0,2
TXN-0001408,C0036,P045,Services,2024-10-25,5,227.06,1362.36,1135.3,227.06,MATCHED,0.0,0.0,3
TXN-0001409,C0164,P008,Services,2024-08-16,10,55.15,661.86,551.55,110.31,MATCHED,0.0,0.0,5
TXN-0001410,C0083,P008,Services,2024-09-04,8,128.26,1231.34,1026.12,205.22,GL_VARIANCE,50.09,0.0,1
TXN-0001411,C0143,P006,Software,2024-05-04,2,223.93,537.43,447.86,89.57,MATCHED,0.0,0.0,5
TXN-0001412,C0127,P042,Clothing,2024-01-31,2,48.09,115.4,96.17,19.23,MATCHED,0.0,0.0,1
TXN-0001413,C0125,P001,Software,2024-02-23,7,107.55,903.44,752.87,150.57,MATCHED,0.0,0.0,2
TXN-0001414,C0195,P014,Furniture,2024-06-08,9,38.24,413.04,344.2,68.84,MATCHED,0.0,0.0,5
TXN-0001415,C0057,P030,Clothing,2024-07-05,2,44.49,106.78,88.98,17.8,MATCHED,0.0,0.0,3
TXN-0001416,C0018,P029,Software,2024-05-22,7,128.7,1081.07,900.89,180.18,MATCHED,0.0,0.0,3
TXN-0001417,C0038,P011,Electronics,2024-08-24,10,137.65,1651.75,1376.46,275.29,MATCHED,0.0,0.0,0
TXN-0001418,C0069,P048,Software,2024-01-15,8,41.58,399.18,332.65,66.53,MATCHED,0.0,0.0,3
TXN-0001419,C0022,P043,Clothing,2024-06-30,2,38.89,93.34,77.78,15.56,MISSING_IN_GL,0.0,0.0,3
TXN-0001420,C0014,P014,Furniture,2024-08-13,9,16.13,174.23,145.19,29.04,MATCHED,0.0,0.0,2
TXN-0001421,C0076,P024,Electronics,2024-04-06,7,83.15,698.46,582.05,116.41,MATCHED,0.0,0.0,3
TXN-0001422,C0111,P012,Services,2024-02-25,8,139.11,1335.43,1112.86,222.57,MISSING_IN_GL,0.0,0.0,5
TXN-0001423,C0014,P004,Clothing,2024-01-19,4,22.04,105.8,88.17,17.63,MATCHED,0.0,0.0,4
TXN-0001424,C0159,P018,Electronics,2024-12-24,5,154.47,926.81,772.34,154.47,MATCHED,0.0,0.0,5
TXN-0001425,C0053,P026,Clothing,2024-06-26,5,13.05,78.32,65.27,13.05,GL_VARIANCE,0.68,0.0,5
TXN-0001426,C0048,P019,Clothing,2024-09-14,1,93.53,112.24,93.53,18.71,MATCHED,0.0,0.0,5
TXN-0001427,C0081,P040,Services,2024-12-14,4,243.03,1166.53,972.11,194.42,MATCHED,0.0,0.0,0
TXN-0001428,C0171,P011,Electronics,2024-08-30,3,234.3,843.49,702.91,140.58,MATCHED,0.0,0.0,3
TXN-0001429,C0174,P022,Software,2024-01-05,2,132.81,318.74,265.62,53.12,MATCHED,0.0,0.0,4
TXN-0001430,C0121,P023,Services,2024-02-26,8,195.43,1876.14,1563.45,312.69,MATCHED,0.0,0.0,0
TXN-0001431,C0129,P002,Electronics,2024-03-26,4,303.95,1458.97,1215.81,243.16,MISSING_IN_GL,0.0,0.0,1
TXN-0001432,C0090,P050,Furniture,2024-10-06,6,21.36,153.8,128.17,25.63,GL_VARIANCE,3.15,0.0,2
TXN-0001433,C0078,P043,Clothing,2024-12-29,1,73.78,88.54,73.78,14.76,MATCHED,0.0,0.0,2
TXN-0001434,C0176,P034,Services,2024-09-22,10,132.94,1595.32,1329.43,265.89,GL_VARIANCE,7.5,0.0,5
